gene,z_discovery_tumor,log2FC_tumor,lfcSE_tumor,padj_tumor,z_tumor_splitA,z_tumor_splitB
RP11-463O9.1,0.5171526584935824,0.3551512782193359,0.6867435995666321,,0.0802086059106769,0.8006404632807392
RRM2B,0.5171514286597975,0.1316203248740374,0.2545102219192021,0.8589464457792814,1.2032580994711195,-0.5183643497284556
FTLP2,0.5170187516846506,0.2164325425327105,0.4186164270202736,0.8589464457792814,-0.3602004689816241,0.70272959228049
PDCL3P3,0.5169178969615748,0.3438854211006581,0.6652612012894205,,1.060577492516561,-0.1636742902254054
RP4-610C12.4,0.5168995377059834,0.691478204662383,1.337741967677482,,,-0.2825924725209765
ACAN,0.5167962373022822,0.4570426685541677,0.88437692762619,,0.2429831810180877,0.3890252401496262
CTD-2376I20.1,0.5166163142154206,0.4552440703595291,0.8812034344112868,,0.2059606690932265,0.5108409366461844
SCPEP1,0.5166139855135874,0.1589104671185424,0.3076000100163044,0.8590312532650878,0.2129938678341941,0.5900956769620929
POC1B,0.5166049973113824,0.0655313170098143,0.1268499479309441,0.8590312532650878,0.4865556949184711,0.1780042830541016
C1orf35,0.516246487735949,0.1067367896958369,0.2067554786937959,0.8590925401064665,0.0438126516410885,1.026109620848065
CHDH,0.5162175151900116,0.6061799415414811,1.174272324561393,,0.652822471104907,0.0281086993734189
TMEM136,0.5160460205699632,0.4080891535284296,0.7907999233822264,,2.0889540704417304,-0.7587720521462614
RHBDL1,0.5160249858380712,0.6961651271669026,1.3490918972387889,,,-0.2571656621128822
HNRNPA1P47,0.5160109945740917,0.2139885116265327,0.4146975817892327,,0.1006433141794611,0.5336246839787915
RP11-451F14.1,0.5158213184516033,0.3991336201091474,0.7737827147339897,,1.0194737837888312,-0.1147580267984537
OBFC1,0.5156961104893377,0.1050749825299061,0.2037536843747024,0.859230177438254,-0.462832602338516,1.5116526167247677
SMG6,0.5156396250484713,0.0778233657904046,0.1509258831360936,0.859230177438254,0.399976330336842,0.3029066743562328
HMGN1P2,0.5153403616059413,0.6819284476272441,1.323258371423051,,,1.056404816470446
GAPDHP71,0.5152930568002682,0.2070675011043276,0.4018441513458791,,-0.0477289155161603,0.6551930701659833
RP3-391O22.1,0.5152912720136223,0.6214461417427953,1.2060094464910065,,,0.6152346966852098
NR1H3,0.5152087882863433,0.2608930806317177,0.506383211162769,0.859230177438254,0.6419497638324868,0.0990028041703689
RP11-691H4.3,0.5151148953423058,0.6871763079429931,1.3340253099968085,,,1.186266263078251
COX6B2,0.5150592258426641,0.3613201764716529,0.7015119006566943,,0.5112345605653772,0.2089491646698629
HMGCS1,0.5149562173803374,0.0885121745180652,0.1718829126257382,0.8593063315065337,1.7301885095530898,-0.9291108859251588
FAM27D1,0.5149084715105087,0.5695234024493528,1.1060672604174266,,-0.0972437691553453,0.7909284549461751
RP11-452H21.4,0.5148911589355866,0.7141272154366541,1.3869479074236586,,0.305829663949664,0.2555134567784239
HMGN3,0.5145805652706044,0.0645774338991453,0.1254952834551491,0.8595043268589274,-0.1276007188252805,1.0050238588473768
VDAC1P7,0.5144503201683035,0.4633797754072377,0.9007279366754832,,1.0967591786271509,-0.4101845017648763
AC007318.5,0.5143816978941562,0.0666282167604214,0.1295306909891873,0.8595371660235073,0.1748819850397264,0.5740833737530859
RP11-528G1.2,0.5141744590332827,0.5622166159176412,1.0934355179265112,,0.525228525091032,0.2112751168140114
VTRNA2-1,0.513588315674394,0.6393891874411813,1.2449449645317532,,,-0.2806986855172309
CTD-2135J3.3,0.5132773643027361,0.7369882365217274,1.435847921177846,,,0.2144519651374009
GPER1,0.5130728566733178,0.5411764464535137,1.054775046885963,,0.4717419934971376,0.2867491590017983
RP11-644F5.10,0.5129834245549809,0.2831937110877812,0.5520523617960075,0.8601374898886123,0.566106975373405,0.0974564640028407
ESAM,0.5129016534104317,0.5980833157863921,1.1660779640883645,,-0.3640078148448641,0.7273883470726965
ATPAF1,0.5128815136065497,0.170408404900129,0.3322568670916371,0.8601374898886123,0.7405489061281603,0.0111998593198032
PPP2R5E,0.512761756268662,0.1000844176567475,0.1951869780325585,0.8601374898886123,-0.3177796252109908,0.9809452963881335
RP11-212P7.2,0.5125540641941804,0.2603417420496121,0.5079303047941145,,2.127413167031463,-0.6632199214822482
GPN2,0.5125022028484522,0.1183631191871972,0.2309514349974364,0.8601374898886123,1.49387517099804,-0.3364277230464426
EDC4,0.5123840374529949,0.058860679680116,0.1148760995223545,0.8601374898886123,-0.0241520957817269,0.9370342506043764
TNPO2,0.5123415727083149,0.0823918040078302,0.1608142075457487,0.8601374898886123,1.4155124362352345,-0.7509903838687054
GPRC5B,0.5120590928671634,0.5393398766855652,1.0532766319325546,,0.5332777336667667,0.2055305798262122
RNU4-24P,0.5120573427484763,0.3093113408664643,0.6040560598276563,0.8601374898886123,0.1865788098626911,0.4812757845104263
LHFP,0.5117507699933225,0.3356729502066601,0.6559305229986077,0.8601374898886123,2.20848145873517,-1.3148223539645232
RP11-22B23.1,0.5117457981891435,0.1402249762256917,0.2740129508085653,0.8601374898886123,0.6588262425032201,0.2497258719345016
GS1-410F4.5,0.5116084886783303,0.6650118341228504,1.2998451918591427,,0.7728912805534693,-0.0835780790962505
CBX3P1,0.511301739002016,0.4657501263065053,0.9109105070042972,,0.0460766587451076,0.4416813630786662
RBMX2P5,0.5112821924055454,0.340220387837353,0.6654258507159048,,0.0756200052259516,0.6319919807111212
RP11-793H13.10,0.5112327923534714,0.1324466902923186,0.2590731507707034,0.8605580311158335,1.5192347243911135,-0.5797645907884129
TRAV40,0.5108853493870379,0.5056721426349651,0.9897957403587172,,2.324263076727994,-0.5080379858280523
HNRNPA1P42,0.5108274437249212,0.2831411169149337,0.5542793763198913,,0.5332321091470879,0.1429455652985047
AP003774.1,0.5105146245943759,0.1493379677224084,0.2925243676242641,0.8609064244350901,0.6521769862029622,-0.046426051993525
RPL21P67,0.5105085490238467,0.2962369022323879,0.5802780439207694,,0.4040484571369606,0.230868667478185
TAS2R20,0.5104017839800553,0.4643387824694446,0.9097514880308284,,0.9327085185404976,-0.1677791758222761
PLG,0.5102759416703345,0.3550880635733437,0.6958745936776882,,0.4896700832122335,0.2472432689757524
EXTL3,0.510037782666687,0.1430526396265359,0.2804745932322855,0.8609064244350901,0.0606975108077055,0.7143922915882965
MAPK1,0.5099127507346004,0.1023518062943081,0.2007241555478973,0.8609064244350901,0.9180961532144508,-0.1522174112669306
DIS3,0.5099036766008586,0.0896005001437741,0.175720443400355,0.8609064244350901,0.9470056803579496,-0.1707667313713255
B4GALT1,0.5095848493833252,0.0665093916757523,0.1305168153178784,0.8609064244350901,0.6409053917291128,0.0429037643209669
CIB2,0.5094816969205206,0.4723026357611253,0.927025717736048,,0.4366755711431676,0.2275656838436308
AC040977.1,0.5094115457410965,0.0563664769671519,0.1106501755572687,0.8609064244350901,0.1032518609813996,0.8017075093448515
DLGAP1-AS1,0.5093620370897947,0.1239288036675781,0.2433020025906071,0.8609064244350901,-0.0592607617675252,1.1901113334670717
CADM2,0.5093370556302479,0.668611291654506,1.312708911051394,,1.0424273395819583,-0.4563288834032691
CFH,0.509267433828774,0.4173262308884518,0.8194638085355469,,0.0783403553874894,0.5982217117990403
FLYWCH2,0.5089713815291129,0.1076653339453759,0.2115351429424475,0.8609718637039321,0.698621777441063,0.2426122847600865
CCDC36,0.5086659855830202,0.8026333026583119,1.5779181730391385,,,0.520658481569043
CNTN5,0.5086427178523705,0.7447085310044416,1.4641092949267138,,-0.1386516996052164,
CTD-2013N24.2,0.5085135839974858,0.1228914758727229,0.2416680296063252,0.8612657696288514,-0.3803848502097205,1.1683207930495445
RP11-216N14.7,0.5083871188776177,0.2857406992794739,0.562053381506425,,-0.0613834006957118,0.9200184157162236
CHST11,0.5079515184115714,0.0842469356205981,0.1658562531401599,0.8613728154567368,1.1784915228363193,-0.3542557824574867
U8,0.5078773152121608,0.7207921005806404,1.419224838344151,,,0.8508860276024321
BTN3A1,0.5078386784933616,0.0574467352452332,0.1131200471292659,0.8613976344023438,-0.1733159374109581,1.2564188776518677
C14orf79,0.5077063835077731,0.3513665073049862,0.6920663570888641,,-0.0054844221340609,0.9146142924142622
RNMT,0.5075597795017163,0.0792534216177012,0.1561459848049942,0.8614998459938867,0.5551926417850855,0.0318637310616871
MYB-AS1,0.5075084117322732,0.6838439569001755,1.3474534433153886,,,0.5153035026974826
IFITM3,0.507466731301853,0.1632590606211203,0.3217138199430261,0.8615051173982934,-0.3832746421770051,0.9831721575242528
LINC00092,0.5074339927164745,0.4035766610099673,0.7953283910868447,,0.3835415613526752,0.5820875498158444
RP11-701H24.7,0.5069997788142869,0.294646926687019,0.5811578998635966,0.8618296056434226,-0.438001152909988,1.7255332463847728
IGHMBP2,0.5069627988384244,0.1020438385657078,0.2012846678287148,0.8618296056434226,-0.3040738763417442,1.0400705279067262
PGK2,0.5069259071509987,0.8922866992152798,1.7601915519174545,,0.3014413437196934,
RPL21P42,0.5067868355243795,0.5001294991654983,0.9868636359664062,,0.2934791473954568,0.2861488016371896
RP11-129K12.3,0.5067757921676737,0.1620573492031315,0.3197811570871416,0.8619267595618076,0.7891755361153404,-0.0987854354020815
SNORA59A,0.5067277049079912,0.3674323867874424,0.7251081463054377,,0.1369156689362536,0.6642712611938275
RN7SL844P,0.506662242766089,0.2184952704760834,0.4312444307734932,0.8619267595618076,-0.0584691133603792,0.9689924186852916
CANT1,0.5066012880451339,0.1139250111397636,0.2248810135863963,0.8619267595618076,0.5399580512367309,0.1554347019366084
AC083900.1,0.5064679981684865,0.7125724503599528,1.4069446696272832,,-0.049891853182596,
RP11-108K14.4,0.5064396163248452,0.3536815891934083,0.6983687251009736,,0.1024949858223831,0.6798405000673444
NIPA1,0.5062408659734144,0.1438644440715763,0.2841818070039637,0.8619657524476493,1.4295351568407326,-0.7569635441903888
RP11-1376P16.2,0.5061833396788673,0.2580487251653152,0.5097930037148722,0.8619657524476493,-0.3741892911159731,1.007673934768228
ARAF,0.5058607328540891,0.0644154913776652,0.1273383901814836,0.8620518066527623,0.1711352930101869,0.5126607598308597
HHEX,0.5058338480398833,0.5219997835049877,1.031958983226899,,0.1166992940511671,0.4316459535827252
GGT5,0.5057629500229042,0.7046455705803011,1.3932328782651835,,-0.4970035334484966,0.889793177566674
TOE1,0.5055944752326025,0.1193872585172597,0.2361324428284838,0.8622055558012677,0.0728196228411037,0.6811093518119862
PIPSL,0.5051760909997371,0.1140241428822444,0.225711677400631,0.8623814389485553,0.2957410795078512,0.2922085898302143
MYLK,0.5048774255207372,0.2630112626455656,0.5209408251404632,,1.1951023100044678,-0.2216596507113523
RP11-65N13.6,0.504855331041967,0.2160280676754976,0.427900933975757,,0.835381849506702,-0.1557503200180669
GDAP2,0.5048305057506298,0.0860544502959135,0.170462064624957,0.8624413499368185,-0.7707469436978067,1.9001218820982468
GBE1,0.504525858896015,0.1285672096887986,0.254827790135722,0.8625039452965053,0.3979456813411676,0.269396916053002
AL109927.1,0.5045190253604647,0.5678815725709383,1.1255900055804693,,0.2942569360411202,0.4990832655085437
AC012065.7,0.5038927358324367,0.5638327458201017,1.118953907697525,,1.9011498149950927,-0.5234836152877632
MRPS17P1,0.5036780335360671,0.7537198361071054,1.4964318193819612,,0.0023876879640994,0.5206759530353694
TDG,0.5036259450075051,0.0698680486022573,0.1387300421967262,0.8629845289818685,0.5483076535729983,0.0586173929622003
RP11-182L21.5,0.5035128458042246,0.1643660306279838,0.3264386042931117,0.8629845289818685,0.3076187297165734,0.4272040302380634
AC007182.6,0.5033543822693741,0.3119543808136792,0.619750998108395,,-0.5896832134698986,1.1842360443685678
RP11-152H18.4,0.503266674525467,0.5160711806968806,1.0254427857427415,,0.0144597789859782,1.034629056450193
LRFN3,0.503239410790997,0.4400343633899299,0.8744036217240604,,1.517883786523727,0.8364955820939242
RP11-582J16.5,0.5032299838515052,0.1207677877942415,0.239985278440559,0.8630815865742372,0.1097829514166053,0.5042066092155263
MED4-AS1,0.5032236038702629,0.1790901926782228,0.3558859149309586,0.8630815865742372,0.5557325968386237,0.0857068975386406
RN7SL461P,0.5031937512869191,0.7351130100386749,1.4608945523640184,,-0.143861179597609,
ARHGAP27,0.5030730605396341,0.0775545645395553,0.1541616330168116,0.8630815865742372,-0.4432930559350477,1.4309859884804612
HHIPL2,0.5030502273762446,0.610053688331672,1.2127092984601646,,-0.3245624406955231,1.1673392220984908
HMGN2P47,0.5029812195394359,0.6037204555622676,1.2002842891730143,,1.1729815969121469,-0.3469532254728907
UQCRC1,0.5028783134031773,0.0478137303404689,0.0950801199138901,0.8630815865742372,-0.0595765906424024,0.9840326504903208
KRT18P57,0.502858120512051,0.280312990066163,0.5574395214712364,0.8630815865742372,-0.3947184632186473,1.0797956627944023
PKIG,0.5028007687275048,0.2349337833467044,0.4672502469343437,0.8630815865742372,0.7111865073731548,-0.1230640029399808
MAPK12,0.5026969602142068,0.3176084655703861,0.6318090036491334,,1.0040722881276631,-0.5600967190299605
COX6A1,0.5024383517378169,0.035898556820435,0.0714486796166541,0.863231438715425,1.0956908170056068,-0.3743443774650533
PGK1P2,0.5022279859986865,0.0869381816582084,0.1731050122293181,0.8633007352809856,0.7170592290949628,-0.0078567264096239
OSBP2,0.5018695145265608,0.1952227347123848,0.3889910206969802,0.8633949398843679,-0.1017686559204611,1.3430668307807256
PXDNL,0.5017922359287086,0.6098393739351644,1.2153224587193625,,0.0581736498763475,0.6410202644471531
HSPA12B,0.5013833805998927,0.7292949248134949,1.4545654144756688,,,0.5989132910523283
HCFC2,0.5012471501265859,0.1013018448361893,0.2020995926073722,0.8635865895707506,1.120486553658586,-0.4506787513352552
CTA-384D8.35,0.5011092965517416,0.3717999594358512,0.7419538252319399,0.8636260459512706,0.0411685108765885,0.6396450384440674
TRBV27,0.5009861192271761,0.2183498491862165,0.4358401177322921,0.8636610876558739,0.2102697520769622,0.2861926667449586
RP11-731C17.2,0.5008671258492157,0.4180273818454995,0.8346073444863004,,0.9696166102043182,-0.1946232545283684
HIST2H2BC,0.5006349124350127,0.33340727867905,0.6659688934944776,,-0.122139800604197,0.8986955988390957
RP11-611O2.3,0.5005825430271916,0.0936074630755413,0.1869970584860298,0.8638862072203949,-0.6478250776340116,1.547202396123721
ARV1,0.5003296729754528,0.1108546713763108,0.2215632559169633,0.8639897380889239,0.2954606054595699,0.4814088926521584
ST7-AS2,0.5003126277678851,0.4524872609972656,0.9044090352386476,,-0.4576668157993334,1.1621375755702676
LINC00398,0.5002866491166307,0.6188078244411306,1.236906532552439,,0.1933581257038041,0.5349491368715508
CDKN1B,0.5001659465453931,0.0718368919464937,0.1436261153776371,0.8639897380889239,-0.0459037348345935,0.9638352729822852
SRBD1,0.4998788297050442,0.1125170467227249,0.2250886415596278,0.8639897380889239,0.5483111979204803,0.1936167849149156
RHOB,0.4997866478697119,0.2247520683188744,0.4496960238470885,0.8639897380889239,0.2006462057439228,0.8786306250405981
FBXL15,0.4997244398717795,0.090248588086412,0.1805967066761198,0.8639897380889239,0.5773489150316845,0.1584264731798138
EXO5,0.4996872062829033,0.1152058029380259,0.2305558387116298,0.8639897380889239,0.3743681821326147,0.3261762458441818
GMPR,0.4996865029647034,0.3066357463516761,0.6136562515344467,,1.4127520375530584,-0.515386159756093
RPS20P31,0.4994988612291149,0.6932022361424924,1.3877954284755172,,0.9488781692990472,
AC140481.3,0.4993827779285502,0.1426487059320879,0.2856500308717046,0.864015361338071,0.0543778869045408,0.6364495622554119
NUDT9,0.4993251657762164,0.1187715764775842,0.2378641907482274,0.864015361338071,-0.5315866150689438,1.145473862668341
TPTEP1,0.4993123873056552,0.1650768402402374,0.3306083414653706,0.864015361338071,0.4506484823385114,0.3296428437340072
RP5-1074L1.4,0.4989589443471503,0.4163808806156533,0.834499281620166,,0.2169120996130638,0.5248232430619121
C12orf10,0.4989175777223781,0.0755907386070567,0.1515094716689237,0.8642317661335465,0.6572384541858104,0.1447837102449993
MTRNR2L3,0.4988041042947934,0.1819334907710344,0.3647393620151763,0.8642572547335429,-0.0823190824582253,0.5772249742646159
RP11-599J14.2,0.4985187693673957,0.3461643014946594,0.6943856937100498,,0.4168762418763715,0.2892616338340787
MCCC2,0.4984627740255032,0.0778893283979322,0.1562590677913835,0.8644208443078567,1.4734370339889482,-0.7144293235241344
RP11-196I18.3,0.498375269956107,0.1570941305663711,0.3152125316735855,0.8644208443078567,-0.2466513818804824,0.7730005962692109
RNU6-959P,0.4979883572382153,0.6898721907441564,1.3853179109851206,,,0.5646412227397657
YIPF4,0.4979325385049079,0.0484120309923406,0.0972260843561311,0.864618076187823,0.0569025090655103,0.7396831101530168
FRMD8P1,0.49761201914002,0.3426010880028781,0.6884903797037822,,-0.193656433303511,0.7285925422612509
RP5-862P8.3,0.4975562272990853,0.4773581539656177,0.9594054456053944,,0.2375858877880623,0.4575028740109619
RP11-39E3.5,0.4971721741266686,0.5423165393712458,1.0908022765430865,,-0.0165359343035485,0.878238189870004
PGGT1BP1,0.4971120093217336,0.2455155807087671,0.4938838251840906,,0.1363168286758717,0.6636926591762343
ZNF714,0.4970175661486612,0.1162356263494412,0.2338662338438846,0.8651543408250295,0.7661151994783622,0.0926375250624601
RP11-400F19.18,0.4969997529011249,0.5896409236836646,1.186400838716252,,0.0925020130047711,
hsa-mir-335,0.4968493423750043,0.5740437282430118,1.1553677931805408,,1.2883584557728778,-0.4422724525656608
CCDC126,0.4967308108042916,0.1243701407897007,0.2503773433911304,0.8652821156358105,-0.7781504687355095,1.3038476562108303
RAB13,0.4964948480766943,0.292295828906306,0.5887187551665282,,-0.3377417607547439,1.520215103622255
SETD8,0.4962949853633615,0.0936311171905145,0.1886602120752089,0.8652821156358105,0.9099294504020744,-0.2315116211861385
C2orf81,0.4962794935161001,0.3467296814371471,0.6986580867579182,,-0.2597350218491361,1.4353850312753615
ZNF614,0.4962354884432691,0.1478918896984913,0.2980276363595844,0.8652821156358105,0.8735382566928338,-0.2630782488666334
HMGXB3,0.4962230673861528,0.0649400277345023,0.1308686193823534,0.8652821156358105,0.0562595556437094,0.7148940237894953
AC007036.6,0.4956896329166127,0.6239795656025067,1.2588110062561575,,-0.3219431345916373,1.2765128678319804
VPS4A,0.495404376469532,0.0667426833571356,0.1347236450206055,0.8657078156308082,1.0206797859806986,-0.3978370880196958
KLHDC9,0.4950839949312718,0.6860260662151201,1.3856761140306202,,1.0969257493919309,
AC016732.2,0.4945900674560805,0.2707006289392556,0.5473232212923358,,-0.2255487706361009,0.8862536147903616
LINC00328-2P,0.4944970748971127,0.622254688572956,1.258358684330792,,,0.964268851728434
RIMS3,0.4942473466351864,0.2532044359786515,0.5123030759850424,,0.5251837482556854,0.145626864236567
TIE1,0.4941027660559152,0.6334876291501728,1.2820969091245364,,1.0872251862115194,
QDPR,0.4941017109726845,0.1084163879705606,0.2194211951971042,0.8664730912446199,0.4923019034926947,0.434876488597077
LINC00266-1,0.4937780373463699,0.4666438462044869,0.9450477966016758,,0.1401756015572862,0.442596942100079
RP5-857K21.4,0.4936150978235478,0.3083388180556799,0.6246543499483914,,-0.0050630886655452,0.7656210159207205
ARSA,0.4934718154328208,0.0858005043128927,0.1738711343375056,0.8668071578794619,-0.1452724489447635,1.1992349804125426
RP11-690I21.2,0.4934349775892394,0.6438536988492812,1.304840005455102,,0.4811007648898936,0.145755647317152
ZMYM5,0.4933428564399282,0.0639673592795402,0.1296610631825965,0.8668071578794619,1.1668672665542963,-0.4418701161472153
LINC00892,0.4933243938453661,0.1558130138890523,0.3158429135736036,0.8668071578794619,1.1771398355159015,-0.7454195111431529
FLVCR2,0.4932164431316555,0.1885182932421176,0.3822222390744503,0.866822724000666,0.1748655225941087,0.5301127767363569
FZD1,0.492892813004516,0.7150622629885136,1.450745971785882,,-0.194730744454071,0.9872250520524866
AC009133.14,0.4926442415715754,0.1419857585274179,0.2882115460732307,0.8669592313338728,0.2158373301046183,0.5175903558275412
PPATP1,0.4925489633671912,0.6020024661941388,1.2222185223550066,,0.3575358940686565,0.1774859569778238
MT1P3,0.4925157104864269,0.6013755056358006,1.2210280663775368,,0.4851894394134785,
CLIC1P1,0.4924461825962565,0.1865173790811162,0.3787568787674751,0.8669982329696307,-0.3899098615409113,1.5823147324248044
NCBP1,0.4924294071606035,0.0522958784130595,0.1061997469131723,0.8669982329696307,0.2628390637002668,0.4686797416742577
LA16c-321D4.2,0.4922054099185361,0.5215186240356734,1.0595548393545469,,0.468916581284735,0.2245032341024683
PTGDR,0.4921620874220717,0.1954253166977203,0.3970751134475869,0.8671751616608483,0.1885444768483148,0.9139547929320064
RP4-738P11.4,0.4920676683970394,0.547628720836331,1.1129134385526431,,1.357759189481,-0.5076947466132343
SNF8,0.4919980116857667,0.1051036448928495,0.2136261578227229,0.8672139074997347,0.4300175340160804,0.2678570137282537
RP11-57H12.3,0.4918489788835865,0.3305260427418696,0.6720071748285571,,0.3734324285393237,0.1575204239022611
H3F3BP1,0.4916559175786312,0.1711335074242874,0.3480757605178581,0.8673284691787865,-0.3279469370525523,0.9930322909108495
GAPDHP59,0.4916432107720201,0.653713172003123,1.3296495460124562,,,0.601793803683178
HIST1H2BO,0.4911450455380693,0.5209016138707112,1.0605861111762664,,0.2348935559363493,0.5305189379430993
RP11-456P18.2,0.4910366047468803,0.4337000266753825,0.8832335970124799,,1.4382907650352352,-0.2736851221415346
DHX40P1,0.4908972346132227,0.3520857476757056,0.7172290305385679,,-0.08673399184484,1.0485793005135626
CANX,0.4908900665826077,0.0404614247167266,0.0824246149415975,0.8677817493298441,0.6147150655722465,0.1157241436082363
VPS26AP1,0.4907836792391558,0.6619066185561937,1.348672840104063,,0.1495327831237677,0.3774164288284094
ESR2,0.4907373594309709,0.1371860893588382,0.2795509384447739,0.8677817493298441,0.3772925768448653,0.2232679722946782
RP11-632K20.8,0.4906732364655608,0.5943115425550768,1.2112165457322432,,0.6629117188772404,-0.213641560489268
KIF2A,0.4904403713097192,0.0618879450887734,0.1261885209888041,0.8679213088471961,0.5781046240597656,0.1164458683174683
RP11-69H7.3,0.490346145331222,0.5320150298468345,1.084978509390475,,0.9997660446374038,-0.1703292394080339
SP2,0.4900626226203144,0.0828873124352512,0.1691361646641428,0.8681206423565686,0.0785163085937991,0.7936515974646041
C5orf51,0.4899675915967009,0.1251474196953563,0.2554197906998856,0.8681279389820225,0.4902165923924561,0.3016376353833785
N4BP2,0.4898438135906998,0.0827800493264586,0.1689927422368702,0.868163531077021,1.3166698053413275,-0.6454665382356426
CSDC2,0.4898339529846476,0.5418512694543596,1.1061937747531811,,0.8839108092470686,-0.2055542156866553
RP5-1091N2.9,0.489660476602094,0.142373448972719,0.2907595278277155,0.8682577399910263,0.3905751609763672,0.2594184616332695
RP11-114F3.5,0.48950120062255,0.5939696425890238,1.2134181526697183,,0.8057588420503936,-0.0663038142881536
ATP1B1P1,0.4893821493605413,0.6599437970313548,1.3485244565901728,,,0.1745252398173216
RP11-1319K7.1,0.489280065919611,0.1697484371877124,0.3469351175561732,0.8685459118598094,0.6984591644785471,-0.1695838211429884
ZNF541,0.48901684953195,0.4865512892548053,0.9949581281718524,,0.104541105092311,0.466332256331493
CTD-2262B20.1,0.4889733141476378,0.3622842395063111,0.7409079985026037,,0.0859606615771323,0.8845204098516226
RP11-58K22.4,0.4888834219851758,0.2799469507168192,0.5726251660979984,,0.4003589836553373,0.3632624549687626
RP11-429G19.3,0.4886664369832428,0.3088686623325393,0.6320644082686018,,-0.2324137274432801,0.8081306374106071
RCSD1,0.4885556164331205,0.0604806118329637,0.123794732469815,0.8687940641013919,1.1521107896574343,-0.2110136877865869
TRIM58,0.4884043721940638,0.5849971654568837,1.197772171507997,,-0.011894350546676,1.021949403050363
RP11-713N11.3,0.4884042447380889,0.2761268597434516,0.5653653970422124,0.8687940641013919,2.372752829087717,-0.7499677991727164
AL163953.3,0.4882524867854975,0.304023797736091,0.6226774178615845,,1.7916233260011478,-0.4778716323760918
CTD-3137H5.1,0.488239585256454,0.3550990958546727,0.7273050088065932,,0.3026663264184861,0.2733061304188437
ZNF609,0.4882393300631862,0.0965640166576597,0.1977800859368759,0.8687940641013919,0.2786743125166026,0.6120252461632933
RP11-72M17.1,0.4881391570235603,0.3445236770060396,0.7057898798915879,,0.4384058370114892,0.2879966744327507
GPR161,0.4880492880144533,0.632345769692606,1.2956596500021518,,1.3011862995480763,-0.439293662118655
RTEL1-TNFRSF6B,0.4878730652596455,0.1473442841131957,0.3020135658335211,0.8690682375214528,-0.2069965671918186,1.2370359123660482
HIST1H2AK,0.4875346110715787,0.249371635155471,0.5114952446296349,0.8692020636798468,0.7481181226602672,0.0369980428290995
C12orf4,0.4875134807455896,0.112028777402697,0.229796265800411,0.8692020636798468,-0.3181274320792746,1.1027354223678587
SDCBPP2,0.4875033037612369,0.2877773180277238,0.5903084467478146,,0.1840194310974424,0.2329660733545061
TNFSF13B,0.4873865786288554,0.1686048005985954,0.345936486542006,0.8692020636798468,0.2560050664895995,0.6804391170442894
AC007401.1,0.4872671361337852,0.3735552236740103,0.7666333228174989,,1.850942760422379,-0.5703847461904864
TRIM39-RPP21,0.4871601020056304,0.4771047790917262,0.9793593053443692,,0.7064143234492292,-0.0938691812588145
MTX2,0.4871436397963297,0.1226551910912641,0.2517844452255297,0.8692291735760607,2.012327537399373,-0.5033482516039846
RP11-383H13.1,0.4870918715678561,0.2154720740745791,0.4423643395670216,0.8692291735760607,-0.7554656577998308,2.245740175357973
RP11-889L3.4,0.4870873106351198,0.1711663941788162,0.3514080339223578,0.8692291735760607,0.576273364959736,0.0867932187314918
PPP2CB,0.4869905210775425,0.1875074214323622,0.385033000267588,0.8692291735760607,1.4586182802245962,-0.7558476187256576
CTB-120L21.1,0.4869491598397811,0.5731894525900942,1.177103278664016,,0.7925749083425778,
RP11-336K24.12,0.4868950624020997,0.5409829864203042,1.111087435866286,,0.230429240450349,0.621649652018564
LRRC37BP1,0.4868553627882592,0.0939787011856001,0.1930320755786209,0.8692291735760607,0.4381141886136394,0.3638702161354737
AC005776.1,0.4868004858071155,0.6777477661485349,1.3922495681671905,,-0.0707601599105089,
MDM2,0.486487038645814,0.058087648737078,0.1194022535497982,0.8693975171814277,-0.8445512827276925,1.825813827272941
MIR4454,0.4864162084287415,0.7006551649764727,1.440443704044695,,0.0488176046114542,
CYFIP1,0.486125436709114,0.1488891240687673,0.3062771721568215,0.8695765501536061,0.4470783906740643,0.231875976273158
LINC00467,0.4860669217615172,0.2138239785009035,0.4399064592299364,0.8695765501536061,1.3215336059868688,-0.6500011709886059
PIK3R3,0.4860422046957797,0.2225908780411098,0.4579661516851863,0.8695765501536061,0.0550311419076356,0.5275873867250074
AC093677.1,0.4860069920499323,0.3625209006138985,0.7459170475815977,,0.3246516427393701,0.2683824299132783
ACPL2,0.4858054293864918,0.1764926688267941,0.3632990867345411,0.8695839906197486,0.6650457387262153,0.0914205003847557
ZNF730,0.4857130848975978,0.3966980913555002,0.8167333837405997,,2.0722156826475704,-1.5249405115156969
RP11-977G19.14,0.4855623876775335,0.6494311820888742,1.337482470986133,,,1.777943982286421
TMEM185AP1,0.4855243552593475,0.2546195420835518,0.5244217706597732,,1.2506206573000695,-0.4275215814763455
ANKRD10,0.4854597865126186,0.0356645140226728,0.0734654342409592,0.8697186081385038,0.4190053115553615,0.2942929451605751
IL1B,0.4852693440201672,0.4444537264722626,0.915890797449162,,1.5916617026418642,-0.2713694509243413
RP11-24M17.3,0.4851336672297637,0.3601043551440165,0.7422786326092429,,-0.1231858524415835,0.776105295856961
MSL2,0.4850301705442069,0.0806122513416009,0.1662004886235293,0.8700256631867685,0.4553260027273309,0.1520956412584496
FZD7,0.4849583097787567,0.6873986612998209,1.417438669343391,,,0.1243777518918642
